237,1972-08-24,-22
238,1972-08-25,-29
239,1972-08-26,-14
240,1972-08-27,-14
241,1972-08-28,-21
242,1972-08-29,-21
243,1972-08-30,-24
244,1972-08-31,-12
245,1972-09-01,-9
246,1972-09-02,-12
247,1972-09-03,-5
248,1972-09-04,-3
249,1972-09-05,-4
250,1972-09-06,-8
251,1972-09-07,1
252,1972-09-08,-6
253,1972-09-09,-1
254,1972-09-10,-2
255,1972-09-11,5
256,1972-09-12,6
257,1972-09-13,4
258,1972-09-14,5
259,1972-09-15,-5
260,1972-09-16,-9
261,1972-09-17,-16
262,1972-09-18,-9
263,1972-09-19,-11
264,1972-09-20,-13
265,1972-09-21,-10
266,1972-09-22,-5
267,1972-09-23,-6
268,1972-09-24,-6
269,1972-09-25,-6
270,1972-09-26,-9
271,1972-09-27,-2
272,1972-09-28,-4
273,1972-09-29,0
274,1972-09-30,-1
275,1972-10-01,-1
276,1972-10-02,8
277,1972-10-03,-2
278,1972-10-04,-1
279,1972-10-05,-4
280,1972-10-06,-11
281,1972-10-07,-5
282,1972-10-08,-8
283,1972-10-09,-1
284,1972-10-10,-7
285,1972-10-11,-7
286,1972-10-12,-22
287,1972-10-13,-13
288,1972-10-14,3
289,1972-10-15,5
290,1972-10-16,-1
291,1972-10-17,-14
292,1972-10-18,-18
293,1972-10-19,-11
294,1972-10-20,-9
295,1972-10-21,-10
296,1972-10-22,1
297,1972-10-23,-13
298,1972-10-24,-8
299,1972-10-25,-9
300,1972-10-26,-13
301,1972-10-27,-12
302,1972-10-28,-8
303,1972-10-29,-5
304,1972-10-30,-9
305,1972-10-31,-2
306,1972-11-01,-8
307,1972-11-02,-11
308,1972-11-03,-9
309,1972-11-04,-13
310,1972-11-05,-18
311,1972-11-06,-20
312,1972-11-07,-16
313,1972-11-08,-8
314,1972-11-09,-3
315,1972-11-10,-5
316,1972-11-11,-3
317,1972-11-12,-2
318,1972-11-13,-5
319,1972-11-14,-6
320,1972-11-15,-4
321,1972-11-16,-7
322,1972-11-17,-7
323,1972-11-18,-6
324,1972-11-19,-9
325,1972-11-20,-6
326,1972-11-21,-4
327,1972-11-22,-2
328,1972-11-23,-1
329,1972-11-24,-6
330,1972-11-25,-4
331,1972-11-26,-5
332,1972-11-27,-10
333,1972-11-28,-3
334,1972-11-29,0
335,1972-11-30,-4
336,1972-12-01,-10
337,1972-12-02,-6
338,1972-12-03,-3
339,1972-12-04,-5
340,1972-12-05,-7
341,1972-12-06,-9
342,1972-12-07,-4
343,1972-12-08,-6
344,1972-12-09,-11
345,1972-12-10,-10
346,1972-12-11,-9
347,1972-12-12,-7
348,1972-12-13,-7
349,1972-12-14,-1
350,1972-12-15,1
351,1972-12-16,-4
352,1972-12-17,-9
353,1972-12-18,-6
354,1972-12-19,-5
355,1972-12-20,-3
356,1972-12-21,-3
357,1972-12-22,-4
358,1972-12-23,-3
359,1972-12-24,-5
360,1972-12-25,-3
361,1972-12-26,-3
362,1972-12-27,-3
363,1972-12-28,-3
364,1972-12-29,-5
365,1972-12-30,-3
366,1972-12-31,-3
