-11,1
-10,1
-9,2
-6,2
-5,2
-4,3
-3,3
-2,1
-1,13
0,34
1,43
2,31
3,37
4,46
5,33
6,36
7,38
8,38
9,26
10,22
11,31
12,24
13,20
14,16
15,21
16,31
17,25
18,21
19,23
20,24
21,30
22,31
23,29
24,22
25,28
26,28
27,32
28,42
29,33
30,37
31,47
32,50
33,61
34,66
35,61
36,70
37,95
38,77
39,87
40,81
41,111
42,90
43,113
44,102
45,108
46,106
47,102
48,109
49,116
50,114
51,125
52,124
53,105
54,87
55,79
56,93
57,88
58,85
59,86
60,85
61,67
62,56
63,59
64,46
65,39
66,39
67,21
68,28
69,30
70,23
71,20
72,14
73,16
74,16
75,14
76,11
77,16
78,15
79,15
80,3
81,6
82,3
83,7
84,3
85,1
87,1
88,1
89,1
90,1
94,1
96,1
