1,1972-01-01,53
2,1972-01-02,44
3,1972-01-03,48
4,1972-01-04,45
5,1972-01-05,33
6,1972-01-06,37
7,1972-01-07,60
8,1972-01-08,58
9,1972-01-09,58
10,1972-01-10,48
11,1972-01-11,45
12,1972-01-12,58
13,1972-01-13,61
14,1972-01-14,62
15,1972-01-15,48
16,1972-01-16,52
17,1972-01-17,46
18,1972-01-18,39
19,1972-01-19,31
20,1972-01-20,38
21,1972-01-21,42
22,1972-01-22,37
23,1972-01-23,26
24,1972-01-24,39
25,1972-01-25,48
26,1972-01-26,46
27,1972-01-27,42
28,1972-01-28,62
29,1972-01-29,60
30,1972-01-30,56
31,1972-01-31,34
32,1972-02-01,42
33,1972-02-02,56
34,1972-02-03,53
35,1972-02-04,49
36,1972-02-05,46
37,1972-02-06,51
38,1972-02-07,52
39,1972-02-08,58
40,1972-02-09,67
41,1972-02-10,49
42,1972-02-11,49
43,1972-02-12,45
44,1972-02-13,40
45,1972-02-14,47
46,1972-02-15,39
47,1972-02-16,38
48,1972-02-17,39
49,1972-02-18,26
50,1972-02-19,33
51,1972-02-20,31
52,1972-02-21,28
53,1972-02-22,19
54,1972-02-23,17
55,1972-02-24,39
56,1972-02-25,53
57,1972-02-26,49
58,1972-02-27,56
59,1972-02-28,67
60,1972-02-29,60
61,1972-03-01,54
62,1972-03-02,45
63,1972-03-03,54
64,1972-03-04,52
65,1972-03-05,39
66,1972-03-06,41
67,1972-03-07,21
68,1972-03-08,21
69,1972-03-09,39
70,1972-03-10,40
71,1972-03-11,46
72,1972-03-12,47
73,1972-03-13,43
74,1972-03-14,35
75,1972-03-15,52
76,1972-03-16,40
77,1972-03-17,33
78,1972-03-18,49
79,1972-03-19,29
80,1972-03-20,25
81,1972-03-21,32
82,1972-03-22,38
83,1972-03-23,40
84,1972-03-24,37
85,1972-03-25,34
86,1972-03-26,44
87,1972-03-27,38
88,1972-03-28,49
89,1972-03-29,46
90,1972-03-30,50
91,1972-03-31,36
92,1972-04-01,45
93,1972-04-02,56
94,1972-04-03,50
95,1972-04-04,44
96,1972-04-05,52
97,1972-04-06,54
98,1972-04-07,48
99,1972-04-08,41
100,1972-04-09,20
101,1972-04-10,34
102,1972-04-11,21
103,1972-04-12,22
104,1972-04-13,47
105,1972-04-14,53
106,1972-04-15,34
107,1972-04-16,39
108,1972-04-17,60
109,1972-04-18,42
110,1972-04-19,36
111,1972-04-20,50
112,1972-04-21,52
113,1972-04-22,59
114,1972-04-23,67
115,1972-04-24,53
116,1972-04-25,51
117,1972-04-26,56
118,1972-04-27,50
119,1972-04-28,49
120,1972-04-29,43
121,1972-04-30,46
122,1972-05-01,47
123,1972-05-02,37
124,1972-05-03,45
125,1972-05-04,46
126,1972-05-05,46
127,1972-05-06,57
128,1972-05-07,55
129,1972-05-08,57
130,1972-05-09,44
131,1972-05-10,58
132,1972-05-11,58
133,1972-05-12,51
134,1972-05-13,51
135,1972-05-14,49
136,1972-05-15,51
137,1972-05-16,50
138,1972-05-17,54
139,1972-05-18,46
140,1972-05-19,41
141,1972-05-20,43
142,1972-05-21,46
143,1972-05-22,49
144,1972-05-23,51
145,1972-05-24,52
146,1972-05-25,53
147,1972-05-26,50
148,1972-05-27,52
149,1972-05-28,46
150,1972-05-29,38
151,1972-05-30,42
152,1972-05-31,47
153,1972-06-01,47
154,1972-06-02,63
155,1972-06-03,63
156,1972-06-04,60
157,1972-06-05,60
158,1972-06-06,57
159,1972-06-07,46
160,1972-06-08,54
161,1972-06-09,70
162,1972-06-10,74
163,1972-06-11,81
164,1972-06-12,68
165,1972-06-13,71
166,1972-06-14,58
167,1972-06-15,60
168,1972-06-16,59
169,1972-06-17,60
170,1972-06-18,49
171,1972-06-19,61
172,1972-06-20,60
173,1972-06-21,63
174,1972-06-22,64
175,1972-06-23,61
176,1972-06-24,61
177,1972-06-25,51
178,1972-06-26,45
179,1972-06-27,49
180,1972-06-28,48
181,1972-06-29,72
182,1972-06-30,49
183,1972-07-01,52
184,1972-07-02,56
185,1972-07-03,56
186,1972-07-04,49
187,1972-07-05,46
188,1972-07-06,38
189,1972-07-07,38
190,1972-07-08,40
191,1972-07-09,58
192,1972-07-10,56
193,1972-07-11,57
194,1972-07-12,61
195,1972-07-13,56
196,1972-07-14,51
197,1972-07-15,59
198,1972-07-16,45
199,1972-07-17,43
200,1972-07-18,43
201,1972-07-19,34
202,1972-07-20,52
203,1972-07-21,50
204,1972-07-22,33
205,1972-07-23,40
206,1972-07-24,46
207,1972-07-25,49
208,1972-07-26,45
209,1972-07-27,57
210,1972-07-28,57
211,1972-07-29,70
212,1972-07-30,58
213,1972-07-31,68
214,1972-08-01,54
215,1972-08-02,57
216,1972-08-03,59
217,1972-08-04,53
218,1972-08-05,56
219,1972-08-06,54
220,1972-08-07,51
221,1972-08-08,54
222,1972-08-09,53
223,1972-08-10,59
224,1972-08-11,58
225,1972-08-12,41
226,1972-08-13,43
227,1972-08-14,46
228,1972-08-15,37
229,1972-08-16,41
230,1972-08-17,38
231,1972-08-18,42
232,1972-08-19,40
233,1972-08-20,45
234,1972-08-21,41
235,1972-08-22,54
236,1972-08-23,25
237,1972-08-24,31
238,1972-08-25,23
239,1972-08-26,32
240,1972-08-27,32
241,1972-08-28,27
242,1972-08-29,31
243,1972-08-30,28
244,1972-08-31,40
245,1972-09-01,40
246,1972-09-02,38
247,1972-09-03,45
248,1972-09-04,45
249,1972-09-05,44
250,1972-09-06,37
251,1972-09-07,45
252,1972-09-08,38
253,1972-09-09,43
254,1972-09-10,46
