241,1972-08-28,-11
242,1972-08-29,-7
243,1972-08-30,-9
244,1972-08-31,-3
245,1972-09-01,0
246,1972-09-02,-6
247,1972-09-03,-3
248,1972-09-04,4
249,1972-09-05,0
250,1972-09-06,-10
251,1972-09-07,-4
252,1972-09-08,-14
253,1972-09-09,-4
254,1972-09-10,-4
255,1972-09-11,-2
256,1972-09-12,8
257,1972-09-13,-3
258,1972-09-14,8
259,1972-09-15,3
260,1972-09-16,-1
261,1972-09-17,-5
262,1972-09-18,-1
263,1972-09-19,-12
264,1972-09-20,-12
265,1972-09-21,-6
266,1972-09-22,-3
267,1972-09-23,6
268,1972-09-24,-1
269,1972-09-25,1
270,1972-09-26,-2
271,1972-09-27,1
272,1972-09-28,0
273,1972-09-29,-3
274,1972-09-30,3
275,1972-10-01,2
276,1972-10-02,-1
277,1972-10-03,-6
278,1972-10-04,3
279,1972-10-05,-1
280,1972-10-06,-3
281,1972-10-07,-4
282,1972-10-08,2
283,1972-10-09,8
284,1972-10-10,6
285,1972-10-11,2
286,1972-10-12,-10
287,1972-10-13,4
288,1972-10-14,4
289,1972-10-15,4
290,1972-10-16,-1
291,1972-10-17,-7
292,1972-10-18,-9
293,1972-10-19,-4
294,1972-10-20,5
295,1972-10-21,2
296,1972-10-22,3
297,1972-10-23,-6
298,1972-10-24,-7
299,1972-10-25,-8
300,1972-10-26,-14
301,1972-10-27,-3
302,1972-10-28,-2
303,1972-10-29,3
304,1972-10-30,-4
305,1972-10-31,-2
306,1972-11-01,3
307,1972-11-02,-3
308,1972-11-03,-3
309,1972-11-04,-5
310,1972-11-05,-7
311,1972-11-06,-7
312,1972-11-07,-12
313,1972-11-08,3
314,1972-11-09,2
315,1972-11-10,-4
316,1972-11-11,1
317,1972-11-12,4
318,1972-11-13,-1
319,1972-11-14,-3
320,1972-11-15,1
321,1972-11-16,0
322,1972-11-17,1
323,1972-11-18,-1
324,1972-11-19,1
325,1972-11-20,3
326,1972-11-21,2
327,1972-11-22,-1
328,1972-11-23,1
329,1972-11-24,-6
330,1972-11-25,-5
331,1972-11-26,-2
332,1972-11-27,-3
333,1972-11-28,2
334,1972-11-29,0
335,1972-11-30,-3
336,1972-12-01,-5
337,1972-12-02,-2
338,1972-12-03,2
339,1972-12-04,-1
340,1972-12-05,-1
341,1972-12-06,-3
342,1972-12-07,-2
343,1972-12-08,-2
344,1972-12-09,-4
345,1972-12-10,-6
346,1972-12-11,-3
347,1972-12-12,-5
348,1972-12-13,-2
349,1972-12-14,-3
350,1972-12-15,-1
351,1972-12-16,-2
352,1972-12-17,-5
353,1972-12-18,-3
354,1972-12-19,-4
355,1972-12-20,0
356,1972-12-21,0
357,1972-12-22,0
358,1972-12-23,-1
359,1972-12-24,-1
360,1972-12-25,0
361,1972-12-26,-1
362,1972-12-27,0
363,1972-12-28,-1
364,1972-12-29,-1
365,1972-12-30,0
366,1972-12-31,-1
